Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,candle_periodicity,break_type,trend_type,break_direction,dx,stop_gain_distance,stop_loss_distance,start_hour,start_min,last_hour,last_min,daily_loss,daily_gain,max_trades
3751,"-175,00","-1940,00",-12.27848,0.86616,-0.49176,-0.08817,-175,"104,64",158,2,1,0,0,15,21,29,14,45,15,45,740,1940,6
3745,"-175,00","-6020,00",-12.91846,0.86708,-0.83961,-0.07798,-175,"308,39",466,1,1,1,1,4,18,21,10,45,16,30,800,1590,12
3731,"-175,00","6375,00",30.21327,1.53934,4.65329,0.14314,-175,"61,85",211,1,1,1,1,4,21,47,14,45,16,30,860,120,7
3726,"-175,00","975,00",2.23112,1.01767,0.13771,0.05376,-175,"70,59",437,1,0,0,2,4,45,21,10,0,13,30,940,690,7
3637,"-175,00","6100,00",31.60622,1.28078,1.73542,0.14827,-175,"36,31",193,0,1,0,2,28,29,29,10,0,16,0,990,1090,16
3614,"-175,00","-8275,00",-27.13115,0.42234,-0.97583,0.08109,-175,"400,00",305,0,0,0,0,0,4,5,9,0,11,15,50,50,1
3778,"-175,00","-2650,00",-4.92565,0.90082,-0.47748,0.00000,-175,"141,04",538,1,1,1,1,4,5,21,10,45,16,30,680,230,7
3737,"-175,00","5895,00",12.56930,1.14188,2.21201,0.09863,-175,"31,80",469,2,1,0,0,15,18,21,9,15,12,30,860,1870,8
3728,"-175,00","3355,00",1.19395,1.02927,0.89946,0.02891,-175,"43,52",2810,0,0,1,1,0,20,5,11,45,16,0,880,1430,15
3708,"-175,00","10095,00",19.37620,1.23831,4.02191,0.09824,-175,"67,47",521,2,1,0,0,15,18,23,10,45,16,15,820,470,5
3697,"-175,00","3085,00",6.59188,1.09735,1.10971,0.06334,-175,"90,26",468,0,0,1,1,0,20,13,14,45,15,45,390,1500,3
3696,"-175,00","5,00",0.02475,1.00027,0.00234,0.06495,-175,"54,88",202,1,1,1,1,4,21,29,13,45,15,45,240,1750,2
3689,"-175,00","3670,00",32.47788,1.68470,4.19429,0.20120,-175,"39,50",113,1,1,1,1,4,21,29,14,45,15,0,480,90,8
3685,"-175,00","3585,00",3.55302,1.04979,0.72133,0.04930,-175,"52,01",1009,0,0,1,1,0,21,13,10,45,16,30,920,150,18
3675,"-175,00","3790,00",14.74708,1.39153,2.10556,0.13461,-175,"60,61",257,2,1,0,0,15,18,21,13,45,15,45,940,50,7
3668,"-175,00","4525,00",14.83607,1.37661,3.93478,0.09929,-175,"48,83",305,2,0,0,2,0,31,5,11,45,16,45,440,520,1
3653,"-175,00","-14675,00",-17.53286,0.58357,-0.92939,0.00000,-175,"521,98",837,0,0,0,0,0,4,9,9,0,16,0,50,1170,18
3640,"-175,00","-5655,00",-13.40047,0.63291,-0.96092,-0.00599,-175,"263,90",422,0,0,0,0,0,4,45,9,0,12,15,50,50,16
3783,"-175,00","12360,00",25.53719,1.24681,3.56710,0.08923,-175,"85,77",484,1,0,0,2,4,44,21,10,45,16,30,430,600,4
3762,"-175,00","-3685,00",-7.53579,0.94250,-0.48905,-0.05934,-175,"192,71",489,0,0,1,1,0,44,21,10,45,12,15,830,990,14
3750,"-175,00","6300,00",10.03185,1.11914,1.83140,0.07344,-175,"63,82",628,1,1,0,0,15,18,21,10,45,16,30,440,520,17
3749,"-175,00","1330,00",12.66667,1.15020,0.65196,0.10466,-175,"47,55",105,1,0,0,2,4,27,29,14,45,15,0,820,790,7
3738,"-175,00","-5225,00",-21.15385,0.84309,-0.70418,-0.00881,-175,"202,73",247,1,1,1,1,4,50,21,10,45,12,30,670,470,6
3734,"-175,00","5665,00",25.75000,1.90207,6.05882,0.18433,-175,"45,72",220,1,1,1,1,4,5,29,14,45,15,45,670,470,13
3711,"-175,00","-850,00",-2.78689,0.92504,-0.40094,0.07972,-175,"99,53",305,0,0,0,0,0,36,11,9,15,10,15,50,50,20
3677,"-175,00","-3280,00",-11.63121,0.84204,-0.66599,0.01392,-175,"207,81",282,0,1,0,1,0,20,45,13,45,15,45,680,70,14
3673,"-175,00","870,00",17.40000,1.13044,0.30208,0.12057,-175,"69,90",50,0,0,1,2,28,29,29,9,0,14,15,980,1660,13
3652,"-175,00","-4385,00",-32.24265,0.78719,-0.62420,-0.05346,-175,"172,18",136,0,0,1,1,15,29,29,10,0,16,15,980,1660,13
3646,"-175,00","4640,00",15.26316,1.17710,1.48006,0.09191,-175,"36,77",304,0,1,0,2,3,20,45,13,45,15,45,740,1940,18
3629,"-175,00","3585,00",7.82751,1.07346,0.57498,0.06571,-175,"59,95",458,2,1,0,0,15,34,21,10,45,16,30,590,1780,13
3617,"-175,00","-300,00",-0.50420,0.99378,-0.05888,0.02289,-175,"79,05",595,2,1,0,0,15,18,21,9,45,16,30,760,220,5
3802,"-175,00","2400,00",11.59420,1.15419,0.67989,0.09282,-175,"48,56",207,0,0,0,0,5,45,9,10,45,11,0,380,1190,14
3800,"-175,00","3695,00",12.44108,1.11262,0.87146,0.09050,-175,"194,50",297,4,0,0,0,3,28,23,10,45,12,30,740,1940,6
3760,"-175,00","1455,00",2.86417,1.08792,0.79076,0.04928,-175,"45,71",508,0,0,0,1,1,4,33,12,30,13,0,760,870,16
3755,"-175,00","1690,00",3.84966,1.04454,0.28190,0.05798,-175,"62,00",439,2,1,0,0,15,18,21,9,30,16,15,780,150,13
3742,"-175,00","8105,00",20.36432,1.20962,2.84886,0.10230,-175,"73,80",398,2,0,0,2,6,27,23,10,45,16,30,440,520,17
3735,"-175,00","-705,00",-3.61539,0.95602,-0.25683,0.09595,-175,"99,28",195,2,1,0,0,15,18,45,14,45,16,15,680,420,5
3727,"-175,00","-5880,00",-13.24324,0.87397,-0.75096,0.00000,-175,"229,28",444,1,1,1,1,4,21,23,10,45,16,30,670,470,13
3718,"-175,00","5025,00",11.63194,1.15581,1.89266,0.05789,-175,"96,72",432,0,0,1,1,0,20,47,14,45,16,30,590,1780,13
3710,"-175,00","-4340,00",-27.29560,0.57157,-0.90985,0.04718,-175,"196,30",159,0,0,0,0,30,34,11,10,30,12,15,50,860,2
3702,"-175,00","1225,00",5.83333,1.06116,0.40164,0.06889,-175,"60,88",210,2,1,0,0,15,20,45,13,45,15,45,670,470,6
3695,"-175,00","540,00",0.66258,1.00719,0.07742,0.01470,-175,"94,90",815,0,0,1,1,0,18,21,10,45,16,30,390,1500,3
3684,"-175,00","-7995,00",-24.44954,0.85211,-0.71320,0.00000,-175,"368,75",327,2,1,0,0,2,32,51,10,30,12,15,710,1340,14
3678,"-175,00","3540,00",32.77778,1.47838,1.84375,0.14111,-175,"93,89",108,1,1,1,1,4,21,47,14,45,15,0,980,450,19
3665,"-175,00","3490,00",14.12956,1.19208,2.07738,0.09877,-175,"41,84",247,0,0,0,2,4,21,29,14,45,16,45,460,750,13
3631,"-175,00","5215,00",12.78186,1.15269,1.76481,0.09076,-175,"95,63",408,0,0,1,1,0,20,45,13,45,15,45,240,310,2
3621,"-175,00","-7120,00",-15.78714,0.84041,-0.86094,0.00000,-175,"355,70",451,1,1,1,1,4,18,21,10,45,16,30,450,720,13
3611,"-175,00","-2550,00",-18.75000,0.80332,-0.67819,0.07864,-175,"121,68",136,2,1,0,0,15,21,29,14,45,15,15,930,390,2
3606,"-175,00","-4365,00",-10.99496,0.76990,-0.96678,0.06212,-175,"212,47",397,1,1,1,1,4,34,5,11,45,16,45,240,1750,2
3595,"-175,00","6080,00",11.42857,1.12758,1.35563,0.09460,-175,"35,72",532,1,1,0,0,15,18,21,9,15,12,15,530,830,20
3584,"-175,00","2755,00",5.42323,1.14353,1.72188,0.05768,-175,"77,86",508,2,0,0,2,0,31,5,11,45,16,0,780,150,2
3568,"-175,00","520,00",1.36483,1.01036,0.08195,0.04643,-175,"74,47",381,2,1,0,0,15,30,47,10,30,16,15,670,700,11
3543,"-175,00","-680,00",-1.88889,0.98627,-0.08532,-0.02468,-175,"168,14",360,2,1,0,0,15,30,47,10,30,16,15,380,1190,14
3525,"-175,00","3105,00",11.54275,1.24810,1.88754,0.10779,-175,"39,50",269,1,1,1,1,15,24,7,11,45,16,45,860,130,4
3512,"-175,00","6245,00",24.11197,1.35727,3.66276,0.12117,-175,"53,28",259,2,0,0,2,0,31,45,14,45,16,15,980,450,4
3507,"-175,00","4310,00",19.86175,1.21588,1.30212,0.11695,-175,"59,69",217,3,1,0,1,9,30,47,10,30,16,15,820,150,7
3494,"-175,00","2045,00",3.11263,1.07326,0.50184,0.04452,-175,"201,23",657,1,0,0,2,4,31,5,11,45,16,0,820,790,7
3476,"-175,00","885,00",4.91667,1.05352,0.30000,0.07180,-175,"85,63",180,1,0,0,1,15,18,21,10,45,16,15,460,1450,20
3465,"-175,00","7995,00",13.17133,1.13377,2.18145,-0.02340,-175,"34,28",607,4,0,0,0,3,28,23,10,0,16,30,860,1870,8
3440,"-175,00","5990,00",15.97333,1.20486,3.23784,0.10259,-175,"47,99",375,2,1,0,0,15,18,21,9,15,12,30,860,130,4
3397,"-175,00","1295,00",1.83949,1.04339,0.45280,0.03919,-175,"52,57",704,2,0,0,2,0,31,5,11,45,15,0,980,450,4
3599,"-175,00","-3960,00",-30.22901,0.68383,-0.80488,-0.04909,-175,"166,22",131,2,1,0,0,15,18,21,14,45,15,0,670,700,11
3591,"-175,00","240,00",0.30151,1.00258,0.02227,0.04768,-175,"98,31",796,0,0,1,1,0,20,45,9,45,16,15,320,1660,13
3570,"-175,00","3820,00",11.07246,1.21401,1.42537,0.08200,-175,"97,63",345,2,1,0,0,15,30,21,9,15,12,30,940,50,7
3548,"-175,00","605,00",4.80159,1.05751,0.30479,0.07859,-175,"76,05",126,1,1,1,1,15,24,47,14,45,16,30,240,1750,2
3529,"-175,00","4960,00",10.02020,1.09426,1.55486,0.07044,-175,"34,39",495,2,0,0,2,6,27,23,9,30,16,45,440,520,17
3505,"-175,00","4420,00",22.32323,1.30264,2.54755,0.13973,-175,"34,32",198,1,0,0,2,4,21,29,14,45,16,0,500,610,7
3496,"-175,00","-7050,00",-28.31325,0.79120,-0.84229,0.00000,-175,"296,28",249,1,1,1,1,4,44,21,10,45,12,30,980,1590,17
3491,"-175,00","-9430,00",-3.65221,0.92817,-0.58956,0.00919,-175,"196,62",2582,0,0,0,0,2,6,21,10,0,16,15,530,830,11
3464,"-175,00","-4075,00",-27.16667,0.55586,-0.87540,-0.07539,-175,"180,43",150,0,0,0,0,30,34,11,10,15,15,15,50,350,5
3457,"-175,00","25,00",0.15625,1.00169,0.00855,0.03812,-175,"68,99",160,1,1,1,1,15,47,21,10,45,12,15,780,150,2
3456,"-175,00","-4805,00",-22.24537,0.85612,-0.88084,-0.02495,-175,"249,09",216,1,0,0,2,4,27,47,11,15,12,15,500,610,7
3449,"-175,00","2330,00",10.30974,1.18125,1.12833,0.10324,-175,"39,45",226,0,0,0,0,5,45,9,10,45,11,0,450,150,5
3432,"-175,00","5150,00",28.45304,1.33055,4.25620,0.14606,-175,"17,66",181,0,1,0,2,28,29,29,9,0,14,15,990,130,14
3404,"-175,00","4700,00",6.93215,1.16465,1.51858,0.00697,-175,"150,61",678,1,0,0,2,4,44,5,11,45,16,45,860,1870,8
3396,"-175,00","1660,00",5.68493,1.04759,0.47701,0.06941,-175,"91,94",292,2,0,0,2,0,31,21,10,45,12,15,710,1180,14
3598,"-175,00","5970,00",30.93264,1.27518,1.87147,0.10601,-175,"110,38",193,3,0,0,1,5,44,21,10,45,12,30,430,600,4
3555,"-175,00","940,00",1.13390,1.01248,0.20107,0.04587,-175,"66,74",829,0,1,0,0,15,18,21,10,45,16,15,930,1300,14
3537,"-175,00","2770,00",4.99099,1.05357,0.61693,0.05634,-175,"52,67",555,2,1,0,0,15,18,21,9,15,13,45,650,1250,7
3508,"-175,00","4395,00",14.45724,1.15462,2.38211,0.09108,-175,"49,60",304,4,0,0,0,3,28,23,10,45,16,15,320,180,1
3500,"-175,00","-8470,00",-30.46763,0.74945,-0.84111,0.04105,-175,"411,86",278,1,1,1,1,4,21,47,11,30,16,0,240,1940,13
3488,"-175,00","2920,00",12.58621,1.31983,1.26681,0.15007,-175,"39,84",232,2,1,0,0,15,34,35,14,45,16,30,940,50,7
3484,"-175,00","5655,00",29.00000,1.25970,1.61111,0.14132,-175,"38,03",195,0,1,0,2,28,29,29,10,0,16,15,820,630,18
3435,"-175,00","1925,00",2.51634,1.05891,0.81395,0.04838,-175,"41,49",765,2,0,0,2,0,31,5,11,45,16,0,970,930,3
3434,"-175,00","2130,00",3.81038,1.08731,0.54826,0.05211,-175,"54,64",559,2,1,0,0,15,5,21,9,15,12,15,970,930,19
3424,"-175,00","-1730,00",-9.45355,0.93228,-0.45646,0.05662,-175,"95,23",183,0,1,0,2,28,29,29,9,0,14,30,240,1750,15
3416,"-175,00","2080,00",19.80952,1.24200,1.04261,0.12647,-175,"60,64",105,1,0,1,1,15,20,45,13,45,16,0,780,150,2
3410,"-175,00","-410,00",-0.99515,0.99236,-0.10473,0.03861,-175,"98,74",412,0,0,1,1,0,24,47,11,15,12,30,650,770,16
3398,"-175,00","-3330,00",-6.41619,0.86052,-0.88800,0.04708,-175,"187,50",519,1,1,1,1,4,31,5,11,45,16,45,740,1940,6
3393,"-175,00","-1230,00",-9.31818,0.89893,-0.57611,0.08543,-175,"90,27",132,2,0,0,2,0,21,29,14,45,15,0,820,470,5
3596,"-175,00","2730,00",13.25243,1.15311,1.09859,0.09750,-175,"57,13",206,1,1,1,1,15,24,29,11,30,16,0,780,150,2
3589,"-175,00","3230,00",22.43056,1.45589,2.25874,0.13757,-175,"61,24",144,0,1,0,2,18,44,51,11,15,12,15,670,60,15
3583,"-175,00","-1185,00",-9.40476,0.92589,-0.29009,-0.01196,-175,"89,49",126,0,0,0,2,12,27,23,10,15,16,0,500,1670,14
3573,"-175,00","625,00",8.01282,1.06699,0.16129,0.21613,-175,"142,20",78,5,1,0,2,28,29,29,9,0,14,30,700,620,12
3572,"-175,00","3730,00",29.37008,1.41746,2.18768,0.13226,-175,"81,97",127,1,1,1,1,7,21,29,14,45,15,30,520,920,13
3541,"-175,00","-6910,00",-16.03248,0.84651,-0.78389,-0.00706,-175,"284,81",431,1,1,1,1,4,21,21,10,45,16,15,830,350,16
3535,"-175,00","-520,00",-2.57426,0.96757,-0.17869,-0.08677,-175,"104,68",202,2,1,0,0,15,18,29,14,45,16,15,680,420,5
3534,"-175,00","-7090,00",-28.58871,0.79165,-0.83216,0.05603,-175,"291,28",248,1,1,1,1,4,45,21,10,45,12,30,430,600,4
3528,"-175,00","4745,00",22.81250,1.31718,2.72701,0.13236,-175,"51,71",208,1,0,0,2,4,20,47,14,45,16,15,530,830,20
3515,"-175,00","3700,00",9.58549,1.17118,1.35283,0.07599,-175,"94,64",386,4,0,0,0,3,28,23,10,0,16,30,940,50,7
3514,"-175,00","-4345,00",-26.17470,0.72307,-0.67997,0.03715,-175,"229,86",166,1,1,0,1,4,21,29,14,45,15,30,720,160,1
3499,"-175,00","3210,00",14.79263,1.25029,1.43624,0.13925,-175,"32,94",217,0,0,0,0,5,45,9,10,45,11,0,930,180,14
3471,"-175,00","4080,00",21.03093,1.16016,1.51955,-0.03252,-175,"32,90",194,0,1,0,2,18,44,35,11,30,16,0,980,610,6
3453,"-175,00","-5965,00",-18.75786,0.68042,-0.99169,0.03537,-175,"293,41",318,0,0,0,0,0,29,27,14,0,15,0,50,1120,6
3452,"-175,00","5805,00",28.73762,2.07500,6.86982,0.23317,-175,"40,82",202,1,1,1,1,4,21,29,14,45,15,45,940,50,16
3426,"-175,00","3360,00",6.43678,1.07916,1.17688,0.06219,-175,"79,75",522,2,1,0,0,15,18,21,10,45,16,15,260,1950,13
3403,"-175,00","-3955,00",-9.83831,0.78890,-0.97534,0.00000,-175,"195,42",402,1,1,1,1,4,31,5,11,45,16,45,790,380,2
3392,"-175,00","-1530,00",-11.59091,0.87716,-0.60835,-0.04253,-175,"107,48",132,2,0,0,2,0,21,29,14,45,15,0,260,1950,13
3566,"-175,00","3025,00",15.27778,1.12426,1.11418,0.09360,-175,"62,34",198,0,1,0,2,18,44,35,11,30,16,45,230,1970,20
3536,"-175,00","550,00",2.83505,1.03454,0.22541,0.06361,-175,"72,51",194,2,1,0,0,15,21,47,14,45,16,15,330,1820,14
3531,"-175,00","95,00",0.29141,1.00454,0.03654,0.03400,-175,"63,96",326,1,1,1,1,4,18,21,10,45,16,15,710,60,6
3519,"-175,00","960,00",6.03774,1.04785,0.28700,0.07733,-175,"62,47",159,1,1,0,2,28,29,29,10,0,16,15,990,290,7
3504,"-175,00","-1730,00",-9.45355,0.93228,-0.45646,0.05662,-175,"95,23",183,0,1,0,2,28,29,29,9,0,14,30,240,1750,14
3492,"-175,00","-6170,00",-23.28302,0.81925,-0.65638,0.04261,-175,"190,48",265,1,1,1,1,4,28,23,10,45,12,30,980,1590,17
3485,"-175,00","3420,00",15.68807,1.22165,2.23529,0.11013,-175,"57,20",218,4,0,0,0,3,22,29,14,45,16,0,320,180,1
3482,"-175,00","2185,00",3.12143,1.02887,0.24929,0.04607,-175,"78,82",700,0,0,0,2,4,26,23,10,15,16,45,460,750,13
3470,"-175,00","585,00",7.69737,1.11261,0.42238,0.08515,-175,"43,90",76,5,0,0,2,12,20,29,14,45,15,45,860,120,12
3451,"-175,00","1085,00",3.74138,1.04228,0.33696,0.05512,-175,"58,33",290,2,1,0,0,15,18,21,10,45,16,30,210,140,10
3438,"-175,00","1205,00",7.77419,1.19498,0.50844,0.09818,-175,"57,39",155,3,1,0,1,5,21,29,14,45,15,45,940,50,14
3427,"-175,00","-10215,00",-38.54717,0.72843,-0.93974,0.06726,-175,"415,68",265,1,1,1,1,8,30,47,10,30,15,45,240,1750,15
3607,"-175,00","3625,00",5.06285,1.07839,1.46761,0.05439,-175,"81,79",716,0,0,1,1,0,20,13,14,45,16,45,650,770,16
3601,"-175,00","50,00",0.21008,1.00235,0.01631,0.09837,-175,"143,56",238,1,1,1,1,4,21,29,13,45,16,45,940,690,6
3574,"-175,00","3590,00",3.97124,1.09595,1.33955,0.04816,-175,"35,01",904,2,0,0,2,1,31,5,11,45,16,45,390,1500,18
3553,"-175,00","1360,00",3.76731,1.02737,0.17801,0.06083,-175,"80,42",361,2,1,0,0,15,34,47,10,30,16,15,990,1750,2
3532,"-175,00","-4385,00",-15.54965,0.71837,-0.72962,-0.04282,-175,"184,64",282,1,1,1,1,4,5,29,10,45,12,15,710,60,7
3524,"-175,00","4040,00",18.03571,1.24946,1.70825,0.09178,-175,"89,25",224,1,0,0,2,4,44,21,14,45,16,45,430,600,4
3521,"-175,00","-7705,00",-33.35498,0.75594,-0.93621,0.00000,-175,"350,21",231,1,1,1,1,4,44,21,10,45,12,15,380,1190,14
3430,"-175,00","-3980,00",-15.92000,0.83801,-0.81142,-0.04043,-175,"215,13",250,1,1,1,1,4,21,29,11,45,16,45,210,140,10
3418,"-175,00","-4020,00",-10.00000,0.78876,-0.97337,-0.03753,-175,"198,08",402,1,1,1,1,4,31,5,11,45,16,45,240,1750,2
3406,"-175,00","-1230,00",-9.31818,0.89893,-0.57611,0.08543,-175,"90,27",132,2,0,0,2,0,21,29,14,45,15,0,980,450,4
3400,"-175,00","-545,00",-2.28992,0.97964,-0.14156,0.07275,-175,"110,95",238,0,0,0,0,5,45,45,13,45,15,45,800,1590,12
3394,"-175,00","-2445,00",-7.21239,0.88715,-0.54515,-0.03609,-175,"166,73",339,0,0,1,1,0,20,9,10,45,11,0,380,1190,14
3565,"-175,00","800,00",5.29801,1.03909,0.21333,0.04410,-175,"121,75",151,3,1,0,1,9,29,47,10,45,12,15,980,450,6
3559,"-175,00","3545,00",10.84098,1.12456,1.40954,0.04488,-175,"113,54",327,1,1,1,1,4,21,23,10,15,16,0,780,150,2
3549,"-175,00","3415,00",17.33503,1.27529,1.42589,0.12096,-175,"55,44",197,2,1,0,0,15,21,29,14,45,16,0,620,110,13
3517,"-175,00","6015,00",29.92537,1.41483,3.44699,0.14798,-175,"52,40",201,1,0,0,2,4,24,49,14,45,16,15,480,570,6
3511,"-175,00","6065,00",18.32326,1.21703,2.55907,0.10612,-175,"37,29",331,3,0,0,1,5,44,21,10,45,16,30,920,150,18
3510,"-175,00","1545,00",5.11589,1.05559,0.48206,0.06413,-175,"79,63",302,2,1,0,0,15,18,21,10,45,12,30,590,1780,14
3458,"-175,00","-2510,00",-8.20261,0.74761,-0.89483,0.00000,-175,"135,51",306,0,0,0,0,0,4,37,9,45,15,15,50,50,1
3433,"-175,00","5145,00",11.20915,1.10728,0.92204,0.07441,-175,"53,76",459,2,1,0,0,15,34,21,10,45,16,30,940,690,15
3402,"-175,00","1355,00",10.11194,1.09579,0.64678,0.08838,-175,"47,29",134,4,1,1,1,17,34,17,10,0,13,15,820,740,7
3395,"-175,00","-5510,00",-8.31071,0.83336,-0.80674,0.07678,-175,"299,56",663,0,0,0,0,0,7,31,9,45,14,0,50,530,10
3368,"-175,00","4030,00",8.72294,1.10140,1.45225,0.07350,-175,"34,45",462,2,1,0,0,15,18,21,10,45,15,0,330,1820,14
3360,"-175,00","-8515,00",-45.05291,0.59013,-0.83236,0.00000,-175,"408,38",189,1,1,0,1,4,21,29,14,45,15,45,440,520,17
3330,"-175,00","-1600,00",-9.69697,0.89727,-0.50633,0.12027,-175,"140,44",165,0,0,1,1,9,30,47,10,30,15,0,480,90,13
3329,"-175,00","960,00",5.92593,1.14612,0.37066,0.08227,-175,"61,74",162,3,1,0,1,4,21,29,14,45,15,45,940,50,7
3313,"-175,00","10605,00",20.91716,1.19545,2.56780,0.02122,-175,"116,83",507,1,0,0,2,4,44,21,10,45,16,15,460,1450,20
3303,"-175,00","5210,00",21.26531,1.26616,3.43894,0.14085,-175,"31,93",245,2,1,0,0,15,18,21,10,45,12,15,780,150,13
3298,"-175,00","-9780,00",-36.35688,0.71374,-0.96593,0.00000,-175,"486,78",269,1,1,1,1,12,27,23,10,45,16,0,980,450,19
3289,"-175,00","1785,00",15.38793,1.21902,0.79510,0.12436,-175,"45,68",116,5,0,0,2,4,21,47,14,45,16,15,820,630,12
3282,"-175,00","4125,00",19.18605,1.15091,1.47059,-0.01813,-175,"129,26",215,2,0,0,2,0,47,35,11,15,12,15,990,290,18
3257,"-175,00","775,00",2.58333,1.02889,0.26910,-0.04705,-175,"96,97",300,2,1,0,0,15,18,21,9,15,13,45,210,140,10
3256,"-175,00","-2505,00",-10.84416,0.93147,-0.50352,-0.10856,-175,"135,37",231,0,1,0,2,9,30,47,10,45,12,30,430,600,6
3234,"-175,00","2790,00",18.00000,1.14045,1.06084,0.10833,-175,"69,12",155,3,1,0,1,9,30,47,10,45,12,30,670,470,13
3209,"-175,00","4720,00",21.55251,1.18192,1.39439,0.10846,-175,"73,67",219,5,0,0,2,0,31,29,9,0,14,15,350,410,7
3196,"-175,00","-275,00",-1.92308,0.95405,-0.20913,0.02311,-175,"59,91",143,1,1,0,2,28,29,5,11,45,16,0,350,410,7
3195,"-175,00","90,00",0.56250,1.00733,0.02880,0.04422,-175,"69,37",160,2,1,0,0,15,45,9,10,45,11,0,980,450,6
3389,"-175,00","4430,00",21.82266,1.26583,1.95585,0.09582,-175,"108,63",203,2,1,0,0,15,18,21,11,15,12,15,680,420,5
3388,"-175,00","-11365,00",-72.85256,0.59111,-0.95144,-0.01594,-175,"568,81",156,5,1,1,2,0,46,35,10,45,16,15,320,1660,18
3373,"-175,00","330,00",1.35803,1.02131,0.15904,0.04046,-175,"50,49",243,0,1,0,2,18,28,21,9,15,12,15,670,60,6
3355,"-175,00","3785,00",5.33851,1.06287,1.28523,0.06267,-175,"38,96",709,2,1,0,0,15,18,19,9,0,16,30,800,1590,12
3342,"-175,00","1265,00",9.65649,1.24072,0.83775,0.12569,-175,"34,20",131,3,1,0,1,30,13,21,10,45,16,30,940,50,7
3331,"-175,00","3630,00",19.72826,1.22975,1.51250,0.10692,-175,"31,96",184,0,1,0,2,18,36,13,11,15,13,15,980,450,19
3325,"-175,00","-1100,00",-3.06407,0.97706,-0.13716,0.06579,-175,"182,07",359,2,1,0,0,15,30,47,10,30,16,15,330,1820,14
3310,"-175,00","-6555,00",-45.83916,0.68771,-0.86307,-0.01544,-175,"354,91",143,5,1,1,2,0,46,35,11,15,15,0,500,610,14
3284,"-175,00","3040,00",16.34409,1.18719,1.32174,0.08967,-175,"34,10",186,0,1,0,2,18,36,13,11,15,13,30,230,1170,16
3268,"-175,00","-7115,00",-22.80449,0.85251,-0.59046,0.04928,-175,"253,42",312,3,1,0,0,2,33,51,10,30,12,30,290,1750,18
3250,"-175,00","7840,00",12.91598,1.13084,2.13915,0.00000,-175,"34,79",607,4,0,0,0,3,28,23,10,0,16,30,980,1590,17
3225,"-175,00","10760,00",16.68217,1.21511,5.56072,0.08507,-175,"57,33",645,1,1,0,0,15,18,19,10,45,16,15,820,630,4
3212,"-175,00","4575,00",28.59375,1.33590,2.46631,0.11447,-175,"81,90",160,0,1,0,2,18,36,13,11,15,13,30,870,1090,1
3386,"-175,00","2340,00",4.04145,1.03159,0.42818,0.06445,-175,"58,51",579,2,0,0,2,0,31,35,10,15,16,0,710,1180,14
3381,"-175,00","595,00",4.44030,1.08756,0.50424,0.06538,-175,"36,59",134,5,0,0,2,12,27,17,11,45,16,0,710,60,11
3371,"-175,00","-850,00",-4.88506,0.93092,-0.28668,0.00733,-175,"87,33",174,5,0,0,2,12,12,21,10,45,16,30,150,520,12
3350,"-175,00","-435,00",-0.85294,0.99275,-0.05816,0.07364,-175,"96,21",510,0,0,1,1,0,20,47,10,30,12,0,680,420,5
3344,"-175,00","2175,00",13.02395,1.27239,1.05073,0.12710,-175,"39,47",167,3,1,0,1,9,30,45,13,45,16,0,710,60,7
3334,"-175,00","5075,00",28.19444,1.20630,1.04964,0.14412,-175,"43,97",180,2,0,0,2,8,30,47,10,30,12,45,650,1250,14
3309,"-175,00","1125,00",4.07609,1.06430,0.42533,0.05963,-175,"58,32",276,3,0,0,0,13,9,51,10,15,16,45,680,70,7
3287,"-175,00","1600,00",3.22581,1.03787,0.42384,0.02636,-175,"106,19",496,2,1,0,0,15,18,21,10,45,16,30,230,1970,6
3272,"-175,00","2070,00",15.10949,1.30735,1.32268,0.14408,-175,"35,29",137,1,1,1,1,15,24,47,11,15,12,15,710,60,2
3258,"-175,00","1610,00",12.10526,1.10078,0.72036,0.09489,-175,"41,16",133,1,0,1,0,19,31,29,12,30,13,30,940,530,12
3230,"-175,00","3540,00",14.21687,1.17608,1.37743,0.11311,-175,"38,47",249,2,0,0,2,4,44,21,10,45,12,30,860,130,4
3214,"-175,00","-2955,00",-16.60112,0.81362,-0.66330,0.00284,-175,"139,87",178,3,1,0,0,15,18,45,14,45,16,15,980,1660,13
3208,"-175,00","11205,00",22.23214,1.20571,2.88417,0.00000,-175,"108,67",504,1,0,0,2,4,44,21,10,45,16,0,820,790,10
3207,"-175,00","-460,00",-2.91139,0.96650,-0.22660,0.05557,-175,"71,73",158,1,0,1,0,4,21,29,14,45,15,0,830,990,14
3190,"-175,00","2340,00",26.00000,1.23878,0.80137,0.13255,-175,"87,95",90,1,1,1,1,19,30,29,12,30,13,30,670,470,13
3177,"-175,00","-5845,00",-16.89306,0.89916,-0.51026,0.00040,-175,"229,33",346,1,1,0,0,5,33,51,10,30,12,15,930,1300,6
3376,"-175,00","-9620,00",-9.21456,0.79387,-0.89655,0.00000,-175,"450,84",1044,2,0,0,1,0,31,5,11,45,16,45,670,470,13
3364,"-175,00","-5665,00",-30.13298,0.74648,-0.93251,-0.03927,-175,"265,28",188,0,1,0,1,18,18,43,12,30,15,15,520,1310,6
